et√†,maschi_italiani_2023,maschi_stranieri_2023,femmine_italiani_2023,femmine_stranieri_2023,survival_femmine,survival_maschi,fertility_italiani,fertility_stranieri,outmigration_2023,outmigration_2024,outmigration_2025,outmigration_2026,outmigration_2027,outmigration_2028,outmigration_2029,outmigration_2030,outmigration_2031,outmigration_2032,outmigration_2033,outmigration_2034,outmigration_2035,outmigration_2036,outmigration_2037,outmigration_2038,outmigration_2039,outmigration_2040,outmigration_2041,outmigration_2042,outmigration_2043,outmigration_2044,outmigration_2045,outmigration_2046,outmigration_2047,outmigration_2048,outmigration_2049,outmigration_2050,outmigration_2051,outmigration_2052,outmigration_2053,outmigration_2054,outmigration_2055,outmigration_2056,outmigration_2057,outmigration_2058,outmigration_2059,outmigration_2060,outmigration_2061,outmigration_2062,outmigration_2063,outmigration_2064,outmigration_2065,outmigration_2066,outmigration_2067,outmigration_2068,outmigration_2069,outmigration_2070,outmigration_2071,outmigration_2072,outmigration_2073,outmigration_2074,outmigration_2075,immigration_2023,immigration_2024,immigration_2025,immigration_2026,immigration_2027,immigration_2028,immigration_2029,immigration_2030,immigration_2031,immigration_2032,immigration_2033,immigration_2034,immigration_2035,immigration_2036,immigration_2037,immigration_2038,immigration_2039,immigration_2040,immigration_2041,immigration_2042,immigration_2043,immigration_2044,immigration_2045,immigration_2046,immigration_2047,immigration_2048,immigration_2049,immigration_2050,immigration_2051,immigration_2052,immigration_2053,immigration_2054,immigration_2055,immigration_2056,immigration_2057,immigration_2058,immigration_2059,immigration_2060,immigration_2061,immigration_2062,immigration_2063,immigration_2064,immigration_2065,immigration_2066,immigration_2067,immigration_2068,immigration_2069,immigration_2070,immigration_2071,immigration_2072,immigration_2073,immigration_2074,immigration_2075
65,352452,11479,372024,23422,0.99397951,0.98927772,0.0,0.0,141764,141630,141540,141425,141345,141298,141293,141209,141068,141071,140921,140641,140463,140316,140174,139812,139503,139274,139028,138875,138430,137790,137224,136807,136493,136146,135834,135552,135276,135122,134876,134772,134522,134378,134346,134234,134203,134299,134372,134583,134693,134929,134891,135424,135900,136298,136604,136902,137448,137596,138051,138653,139292,415556,403455,391445,379551,368829,358287,347844,339398,332343,326027,320819,317336,313461,310116,306988,306057,305386,304757,304233,303592,303278,302894,302621,302373,302277,302016,301722,301477,301086,300904,300995,300813,300952,300742,300980,301203,301603,301576,301495,301029,300861,300607,300716,301093,301152,301254,301245,302067,301470,301719,301785,302273,302390
66,343716,10553,365040,21208,0.99336529,0.98817992,0.0,0.0,141764,141630,141540,141425,141345,141298,141293,141209,141068,141071,140921,140641,140463,140316,140174,139812,139503,139274,139028,138875,138430,137790,137224,136807,136493,136146,135834,135552,135276,135122,134876,134772,134522,134378,134346,134234,134203,134299,134372,134583,134693,134929,134891,135424,135900,136298,136604,136902,137448,137596,138051,138653,139292,415556,403455,391445,379551,368829,358287,347844,339398,332343,326027,320819,317336,313461,310116,306988,306057,305386,304757,304233,303592,303278,302894,302621,302373,302277,302016,301722,301477,301086,300904,300995,300813,300952,300742,300980,301203,301603,301576,301495,301029,300861,300607,300716,301093,301152,301254,301245,302067,301470,301719,301785,302273,302390
67,335084,9578,359264,18988,0.99277657,0.98705041,0.0,0.0,141764,141630,141540,141425,141345,141298,141293,141209,141068,141071,140921,140641,140463,140316,140174,139812,139503,139274,139028,138875,138430,137790,137224,136807,136493,136146,135834,135552,135276,135122,134876,134772,134522,134378,134346,134234,134203,134299,134372,134583,134693,134929,134891,135424,135900,136298,136604,136902,137448,137596,138051,138653,139292,415556,403455,391445,379551,368829,358287,347844,339398,332343,326027,320819,317336,313461,310116,306988,306057,305386,304757,304233,303592,303278,302894,302621,302373,302277,302016,301722,301477,301086,300904,300995,300813,300952,300742,300980,301203,301603,301576,301495,301029,300861,300607,300716,301093,301152,301254,301245,302067,301470,301719,301785,302273,302390
68,327741,8193,354812,16816,0.99211252,0.98574609,0.0,0.0,141764,141630,141540,141425,141345,141298,141293,141209,141068,141071,140921,140641,140463,140316,140174,139812,139503,139274,139028,138875,138430,137790,137224,136807,136493,136146,135834,135552,135276,135122,134876,134772,134522,134378,134346,134234,134203,134299,134372,134583,134693,134929,134891,135424,135900,136298,136604,136902,137448,137596,138051,138653,139292,415556,403455,391445,379551,368829,358287,347844,339398,332343,326027,320819,317336,313461,310116,306988,306057,305386,304757,304233,303592,303278,302894,302621,302373,302277,302016,301722,301477,301086,300904,300995,300813,300952,300742,300980,301203,301603,301576,301495,301029,300861,300607,300716,301093,301152,301254,301245,302067,301470,301719,301785,302273,302390
69,312003,6952,337753,14434,0.99127817,0.98409432,0.0,0.0,141764,141630,141540,141425,141345,141298,141293,141209,141068,141071,140921,140641,140463,140316,140174,139812,139503,139274,139028,138875,138430,137790,137224,136807,136493,136146,135834,135552,135276,135122,134876,134772,134522,134378,134346,134234,134203,134299,134372,134583,134693,134929,134891,135424,135900,136298,136604,136902,137448,137596,138051,138653,139292,415556,403455,391445,379551,368829,358287,347844,339398,332343,326027,320819,317336,313461,310116,306988,306057,305386,304757,304233,303592,303278,302894,302621,302373,302277,302016,301722,301477,301086,300904,300995,300813,300952,300742,300980,301203,301603,301576,301495,301029,300861,300607,300716,301093,301152,301254,301245,302067,301470,301719,301785,302273,302390
70,302844,6344,333180,13143,0.99025428,0.98217982,0.0,0.0,141764,141630,141540,141425,141345,141298,141293,141209,141068,141071,140921,140641,140463,140316,140174,139812,139503,139274,139028,138875,138430,137790,137224,136807,136493,136146,135834,135552,135276,135122,134876,134772,134522,134378,134346,134234,134203,134299,134372,134583,134693,134929,134891,135424,135900,136298,136604,136902,137448,137596,138051,138653,139292,415556,403455,391445,379551,368829,358287,347844,339398,332343,326027,320819,317336,313461,310116,306988,306057,305386,304757,304233,303592,303278,302894,302621,302373,302277,302016,301722,301477,301086,300904,300995,300813,300952,300742,300980,301203,301603,301576,301495,301029,300861,300607,300716,301093,301152,301254,301245,302067,301470,301719,301785,302273,302390
71,299205,5402,332286,11075,0.98899978,0.98005557,0.0,0.0,141764,141630,141540,141425,141345,141298,141293,141209,141068,141071,140921,140641,140463,140316,140174,139812,139503,139274,139028,138875,138430,137790,137224,136807,136493,136146,135834,135552,135276,135122,134876,134772,134522,134378,134346,134234,134203,134299,134372,134583,134693,134929,134891,135424,135900,136298,136604,136902,137448,137596,138051,138653,139292,415556,403455,391445,379551,368829,358287,347844,339398,332343,326027,320819,317336,313461,310116,306988,306057,305386,304757,304233,303592,303278,302894,302621,302373,302277,302016,301722,301477,301086,300904,300995,300813,300952,300742,300980,301203,301603,301576,301495,301029,300861,300607,300716,301093,301152,301254,301245,302067,301470,301719,301785,302273,302390
72,306030,5404,343133,10631,0.98758572,0.97798789,0.0,0.0,141764,141630,141540,141425,141345,141298,141293,141209,141068,141071,140921,140641,140463,140316,140174,139812,139503,139274,139028,138875,138430,137790,137224,136807,136493,136146,135834,135552,135276,135122,134876,134772,134522,134378,134346,134234,134203,134299,134372,134583,134693,134929,134891,135424,135900,136298,136604,136902,137448,137596,138051,138653,139292,415556,403455,391445,379551,368829,358287,347844,339398,332343,326027,320819,317336,313461,310116,306988,306057,305386,304757,304233,303592,303278,302894,302621,302373,302277,302016,301722,301477,301086,300904,300995,300813,300952,300742,300980,301203,301603,301576,301495,301029,300861,300607,300716,301093,301152,301254,301245,302067,301470,301719,301785,302273,302390
73,304050,4641,344081,9062,0.98604661,0.97578192,0.0,0.0,141764,141630,141540,141425,141345,141298,141293,141209,141068,141071,140921,140641,140463,140316,140174,139812,139503,139274,139028,138875,138430,137790,137224,136807,136493,136146,135834,135552,135276,135122,134876,134772,134522,134378,134346,134234,134203,134299,134372,134583,134693,134929,134891,135424,135900,136298,136604,136902,137448,137596,138051,138653,139292,415556,403455,391445,379551,368829,358287,347844,339398,332343,326027,320819,317336,313461,310116,306988,306057,305386,304757,304233,303592,303278,302894,302621,302373,302277,302016,301722,301477,301086,300904,300995,300813,300952,300742,300980,301203,301603,301576,301495,301029,300861,300607,300716,301093,301152,301254,301245,302067,301470,301719,301785,302273,302390
74,311493,4107,358286,7783,0.98434901,0.97367179,0.0,0.0,141764,141630,141540,141425,141345,141298,141293,141209,141068,141071,140921,140641,140463,140316,140174,139812,139503,139274,139028,138875,138430,137790,137224,136807,136493,136146,135834,135552,135276,135122,134876,134772,134522,134378,134346,134234,134203,134299,134372,134583,134693,134929,134891,135424,135900,136298,136604,136902,137448,137596,138051,138653,139292,415556,403455,391445,379551,368829,358287,347844,339398,332343,326027,320819,317336,313461,310116,306988,306057,305386,304757,304233,303592,303278,302894,302621,302373,302277,302016,301722,301477,301086,300904,300995,300813,300952,300742,300980,301203,301603,301576,301495,301029,300861,300607,300716,301093,301152,301254,301245,302067,301470,301719,301785,302273,302390
75,298903,3573,347500,6523,0.9823423,0.97153139,0.0,0.0,141764,141630,141540,141425,141345,141298,141293,141209,141068,141071,140921,140641,140463,140316,140174,139812,139503,139274,139028,138875,138430,137790,137224,136807,136493,136146,135834,135552,135276,135122,134876,134772,134522,134378,134346,134234,134203,134299,134372,134583,134693,134929,134891,135424,135900,136298,136604,136902,137448,137596,138051,138653,139292,415556,403455,391445,379551,368829,358287,347844,339398,332343,326027,320819,317336,313461,310116,306988,306057,305386,304757,304233,303592,303278,302894,302621,302373,302277,302016,301722,301477,301086,300904,300995,300813,300952,300742,300980,301203,301603,301576,301495,301029,300861,300607,300716,301093,301152,301254,301245,302067,301470,301719,301785,302273,302390
76,291165,2992,345307,5404,0.9799372,0.9684177,0.0,0.0,141764,141630,141540,141425,141345,141298,141293,141209,141068,141071,140921,140641,140463,140316,140174,139812,139503,139274,139028,138875,138430,137790,137224,136807,136493,136146,135834,135552,135276,135122,134876,134772,134522,134378,134346,134234,134203,134299,134372,134583,134693,134929,134891,135424,135900,136298,136604,136902,137448,137596,138051,138653,139292,415556,403455,391445,379551,368829,358287,347844,339398,332343,326027,320819,317336,313461,310116,306988,306057,305386,304757,304233,303592,303278,302894,302621,302373,302277,302016,301722,301477,301086,300904,300995,300813,300952,300742,300980,301203,301603,301576,301495,301029,300861,300607,300716,301093,301152,301254,301245,302067,301470,301719,301785,302273,302390
77,217012,2550,263000,4324,0.97710788,0.96428788,0.0,0.0,141764,141630,141540,141425,141345,141298,141293,141209,141068,141071,140921,140641,140463,140316,140174,139812,139503,139274,139028,138875,138430,137790,137224,136807,136493,136146,135834,135552,135276,135122,134876,134772,134522,134378,134346,134234,134203,134299,134372,134583,134693,134929,134891,135424,135900,136298,136604,136902,137448,137596,138051,138653,139292,415556,403455,391445,379551,368829,358287,347844,339398,332343,326027,320819,317336,313461,310116,306988,306057,305386,304757,304233,303592,303278,302894,302621,302373,302277,302016,301722,301477,301086,300904,300995,300813,300952,300742,300980,301203,301603,301576,301495,301029,300861,300607,300716,301093,301152,301254,301245,302067,301470,301719,301785,302273,302390
78,216588,2384,267656,3999,0.97399771,0.9596355,0.0,0.0,141764,141630,141540,141425,141345,141298,141293,141209,141068,141071,140921,140641,140463,140316,140174,139812,139503,139274,139028,138875,138430,137790,137224,136807,136493,136146,135834,135552,135276,135122,134876,134772,134522,134378,134346,134234,134203,134299,134372,134583,134693,134929,134891,135424,135900,136298,136604,136902,137448,137596,138051,138653,139292,415556,403455,391445,379551,368829,358287,347844,339398,332343,326027,320819,317336,313461,310116,306988,306057,305386,304757,304233,303592,303278,302894,302621,302373,302277,302016,301722,301477,301086,300904,300995,300813,300952,300742,300980,301203,301603,301576,301495,301029,300861,300607,300716,301093,301152,301254,301245,302067,301470,301719,301785,302273,302390
79,209324,2144,266918,3669,0.97014111,0.9536832,0.0,0.0,141764,141630,141540,141425,141345,141298,141293,141209,141068,141071,140921,140641,140463,140316,140174,139812,139503,139274,139028,138875,138430,137790,137224,136807,136493,136146,135834,135552,135276,135122,134876,134772,134522,134378,134346,134234,134203,134299,134372,134583,134693,134929,134891,135424,135900,136298,136604,136902,137448,137596,138051,138653,139292,415556,403455,391445,379551,368829,358287,347844,339398,332343,326027,320819,317336,313461,310116,306988,306057,305386,304757,304233,303592,303278,302894,302621,302373,302277,302016,301722,301477,301086,300904,300995,300813,300952,300742,300980,301203,301603,301576,301495,301029,300861,300607,300716,301093,301152,301254,301245,302067,301470,301719,301785,302273,302390
80,199647,2107,259935,3662,0.96554178,0.94697499,0.0,0.0,141764,141630,141540,141425,141345,141298,141293,141209,141068,141071,140921,140641,140463,140316,140174,139812,139503,139274,139028,138875,138430,137790,137224,136807,136493,136146,135834,135552,135276,135122,134876,134772,134522,134378,134346,134234,134203,134299,134372,134583,134693,134929,134891,135424,135900,136298,136604,136902,137448,137596,138051,138653,139292,415556,403455,391445,379551,368829,358287,347844,339398,332343,326027,320819,317336,313461,310116,306988,306057,305386,304757,304233,303592,303278,302894,302621,302373,302277,302016,301722,301477,301086,300904,300995,300813,300952,300742,300980,301203,301603,301576,301495,301029,300861,300607,300716,301093,301152,301254,301245,302067,301470,301719,301785,302273,302390
81,192311,1581,257091,2786,0.96058482,0.94066751,0.0,0.0,141764,141630,141540,141425,141345,141298,141293,141209,141068,141071,140921,140641,140463,140316,140174,139812,139503,139274,139028,138875,138430,137790,137224,136807,136493,136146,135834,135552,135276,135122,134876,134772,134522,134378,134346,134234,134203,134299,134372,134583,134693,134929,134891,135424,135900,136298,136604,136902,137448,137596,138051,138653,139292,415556,403455,391445,379551,368829,358287,347844,339398,332343,326027,320819,317336,313461,310116,306988,306057,305386,304757,304233,303592,303278,302894,302621,302373,302277,302016,301722,301477,301086,300904,300995,300813,300952,300742,300980,301203,301603,301576,301495,301029,300861,300607,300716,301093,301152,301254,301245,302067,301470,301719,301785,302273,302390
82,200071,1681,274879,2953,0.95508862,0.93380308,0.0,0.0,141764,141630,141540,141425,141345,141298,141293,141209,141068,141071,140921,140641,140463,140316,140174,139812,139503,139274,139028,138875,138430,137790,137224,136807,136493,136146,135834,135552,135276,135122,134876,134772,134522,134378,134346,134234,134203,134299,134372,134583,134693,134929,134891,135424,135900,136298,136604,136902,137448,137596,138051,138653,139292,415556,403455,391445,379551,368829,358287,347844,339398,332343,326027,320819,317336,313461,310116,306988,306057,305386,304757,304233,303592,303278,302894,302621,302373,302277,302016,301722,301477,301086,300904,300995,300813,300952,300742,300980,301203,301603,301576,301495,301029,300861,300607,300716,301093,301152,301254,301245,302067,301470,301719,301785,302273,302390
83,186126,1253,261353,2246,0.94937861,0.92687249,0.0,0.0,141764,141630,141540,141425,141345,141298,141293,141209,141068,141071,140921,140641,140463,140316,140174,139812,139503,139274,139028,138875,138430,137790,137224,136807,136493,136146,135834,135552,135276,135122,134876,134772,134522,134378,134346,134234,134203,134299,134372,134583,134693,134929,134891,135424,135900,136298,136604,136902,137448,137596,138051,138653,139292,415556,403455,391445,379551,368829,358287,347844,339398,332343,326027,320819,317336,313461,310116,306988,306057,305386,304757,304233,303592,303278,302894,302621,302373,302277,302016,301722,301477,301086,300904,300995,300813,300952,300742,300980,301203,301603,301576,301495,301029,300861,300607,300716,301093,301152,301254,301245,302067,301470,301719,301785,302273,302390
84,166756,1150,243581,2055,0.94237512,0.9188897,0.0,0.0,141764,141630,141540,141425,141345,141298,141293,141209,141068,141071,140921,140641,140463,140316,140174,139812,139503,139274,139028,138875,138430,137790,137224,136807,136493,136146,135834,135552,135276,135122,134876,134772,134522,134378,134346,134234,134203,134299,134372,134583,134693,134929,134891,135424,135900,136298,136604,136902,137448,137596,138051,138653,139292,415556,403455,391445,379551,368829,358287,347844,339398,332343,326027,320819,317336,313461,310116,306988,306057,305386,304757,304233,303592,303278,302894,302621,302373,302277,302016,301722,301477,301086,300904,300995,300813,300952,300742,300980,301203,301603,301576,301495,301029,300861,300607,300716,301093,301152,301254,301245,302067,301470,301719,301785,302273,302390
85,141371,986,214266,1685,0.9330163,0.9081797,0.0,0.0,141764,141630,141540,141425,141345,141298,141293,141209,141068,141071,140921,140641,140463,140316,140174,139812,139503,139274,139028,138875,138430,137790,137224,136807,136493,136146,135834,135552,135276,135122,134876,134772,134522,134378,134346,134234,134203,134299,134372,134583,134693,134929,134891,135424,135900,136298,136604,136902,137448,137596,138051,138653,139292,415556,403455,391445,379551,368829,358287,347844,339398,332343,326027,320819,317336,313461,310116,306988,306057,305386,304757,304233,303592,303278,302894,302621,302373,302277,302016,301722,301477,301086,300904,300995,300813,300952,300742,300980,301203,301603,301576,301495,301029,300861,300607,300716,301093,301152,301254,301245,302067,301470,301719,301785,302273,302390
86,118302,816,189512,1388,0.9218924,0.89485711,0.0,0.0,141764,141630,141540,141425,141345,141298,141293,141209,141068,141071,140921,140641,140463,140316,140174,139812,139503,139274,139028,138875,138430,137790,137224,136807,136493,136146,135834,135552,135276,135122,134876,134772,134522,134378,134346,134234,134203,134299,134372,134583,134693,134929,134891,135424,135900,136298,136604,136902,137448,137596,138051,138653,139292,415556,403455,391445,379551,368829,358287,347844,339398,332343,326027,320819,317336,313461,310116,306988,306057,305386,304757,304233,303592,303278,302894,302621,302373,302277,302016,301722,301477,301086,300904,300995,300813,300952,300742,300980,301203,301603,301576,301495,301029,300861,300607,300716,301093,301152,301254,301245,302067,301470,301719,301785,302273,302390
87,107406,709,179880,1072,0.90934682,0.88007432,0.0,0.0,141764,141630,141540,141425,141345,141298,141293,141209,141068,141071,140921,140641,140463,140316,140174,139812,139503,139274,139028,138875,138430,137790,137224,136807,136493,136146,135834,135552,135276,135122,134876,134772,134522,134378,134346,134234,134203,134299,134372,134583,134693,134929,134891,135424,135900,136298,136604,136902,137448,137596,138051,138653,139292,415556,403455,391445,379551,368829,358287,347844,339398,332343,326027,320819,317336,313461,310116,306988,306057,305386,304757,304233,303592,303278,302894,302621,302373,302277,302016,301722,301477,301086,300904,300995,300813,300952,300742,300980,301203,301603,301576,301495,301029,300861,300607,300716,301093,301152,301254,301245,302067,301470,301719,301785,302273,302390
88,90465,524,159948,896,0.89534318,0.8640461,0.0,0.0,141764,141630,141540,141425,141345,141298,141293,141209,141068,141071,140921,140641,140463,140316,140174,139812,139503,139274,139028,138875,138430,137790,137224,136807,136493,136146,135834,135552,135276,135122,134876,134772,134522,134378,134346,134234,134203,134299,134372,134583,134693,134929,134891,135424,135900,136298,136604,136902,137448,137596,138051,138653,139292,415556,403455,391445,379551,368829,358287,347844,339398,332343,326027,320819,317336,313461,310116,306988,306057,305386,304757,304233,303592,303278,302894,302621,302373,302277,302016,301722,301477,301086,300904,300995,300813,300952,300742,300980,301203,301603,301576,301495,301029,300861,300607,300716,301093,301152,301254,301245,302067,301470,301719,301785,302273,302390
89,74425,406,139701,718,0.87938303,0.8456254,0.0,0.0,141764,141630,141540,141425,141345,141298,141293,141209,141068,141071,140921,140641,140463,140316,140174,139812,139503,139274,139028,138875,138430,137790,137224,136807,136493,136146,135834,135552,135276,135122,134876,134772,134522,134378,134346,134234,134203,134299,134372,134583,134693,134929,134891,135424,135900,136298,136604,136902,137448,137596,138051,138653,139292,415556,403455,391445,379551,368829,358287,347844,339398,332343,326027,320819,317336,313461,310116,306988,306057,305386,304757,304233,303592,303278,302894,302621,302373,302277,302016,301722,301477,301086,300904,300995,300813,300952,300742,300980,301203,301603,301576,301495,301029,300861,300607,300716,301093,301152,301254,301245,302067,301470,301719,301785,302273,302390
90,59399,357,121137,636,0.8623451,0.82535011,0.0,0.0,141764,141630,141540,141425,141345,141298,141293,141209,141068,141071,140921,140641,140463,140316,140174,139812,139503,139274,139028,138875,138430,137790,137224,136807,136493,136146,135834,135552,135276,135122,134876,134772,134522,134378,134346,134234,134203,134299,134372,134583,134693,134929,134891,135424,135900,136298,136604,136902,137448,137596,138051,138653,139292,415556,403455,391445,379551,368829,358287,347844,339398,332343,326027,320819,317336,313461,310116,306988,306057,305386,304757,304233,303592,303278,302894,302621,302373,302277,302016,301722,301477,301086,300904,300995,300813,300952,300742,300980,301203,301603,301576,301495,301029,300861,300607,300716,301093,301152,301254,301245,302067,301470,301719,301785,302273,302390
91,48638,217,104532,387,0.84523833,0.80507749,0.0,0.0,141764,141630,141540,141425,141345,141298,141293,141209,141068,141071,140921,140641,140463,140316,140174,139812,139503,139274,139028,138875,138430,137790,137224,136807,136493,136146,135834,135552,135276,135122,134876,134772,134522,134378,134346,134234,134203,134299,134372,134583,134693,134929,134891,135424,135900,136298,136604,136902,137448,137596,138051,138653,139292,415556,403455,391445,379551,368829,358287,347844,339398,332343,326027,320819,317336,313461,310116,306988,306057,305386,304757,304233,303592,303278,302894,302621,302373,302277,302016,301722,301477,301086,300904,300995,300813,300952,300742,300980,301203,301603,301576,301495,301029,300861,300607,300716,301093,301152,301254,301245,302067,301470,301719,301785,302273,302390
92,39101,231,92383,449,0.82650542,0.78394592,0.0,0.0,141764,141630,141540,141425,141345,141298,141293,141209,141068,141071,140921,140641,140463,140316,140174,139812,139503,139274,139028,138875,138430,137790,137224,136807,136493,136146,135834,135552,135276,135122,134876,134772,134522,134378,134346,134234,134203,134299,134372,134583,134693,134929,134891,135424,135900,136298,136604,136902,137448,137596,138051,138653,139292,415556,403455,391445,379551,368829,358287,347844,339398,332343,326027,320819,317336,313461,310116,306988,306057,305386,304757,304233,303592,303278,302894,302621,302373,302277,302016,301722,301477,301086,300904,300995,300813,300952,300742,300980,301203,301603,301576,301495,301029,300861,300607,300716,301093,301152,301254,301245,302067,301470,301719,301785,302273,302390
93,27340,124,69971,286,0.80593729,0.76188833,0.0,0.0,141764,141630,141540,141425,141345,141298,141293,141209,141068,141071,140921,140641,140463,140316,140174,139812,139503,139274,139028,138875,138430,137790,137224,136807,136493,136146,135834,135552,135276,135122,134876,134772,134522,134378,134346,134234,134203,134299,134372,134583,134693,134929,134891,135424,135900,136298,136604,136902,137448,137596,138051,138653,139292,415556,403455,391445,379551,368829,358287,347844,339398,332343,326027,320819,317336,313461,310116,306988,306057,305386,304757,304233,303592,303278,302894,302621,302373,302277,302016,301722,301477,301086,300904,300995,300813,300952,300742,300980,301203,301603,301576,301495,301029,300861,300607,300716,301093,301152,301254,301245,302067,301470,301719,301785,302273,302390
94,19479,95,54818,202,0.7831561,0.74173957,0.0,0.0,141764,141630,141540,141425,141345,141298,141293,141209,141068,141071,140921,140641,140463,140316,140174,139812,139503,139274,139028,138875,138430,137790,137224,136807,136493,136146,135834,135552,135276,135122,134876,134772,134522,134378,134346,134234,134203,134299,134372,134583,134693,134929,134891,135424,135900,136298,136604,136902,137448,137596,138051,138653,139292,415556,403455,391445,379551,368829,358287,347844,339398,332343,326027,320819,317336,313461,310116,306988,306057,305386,304757,304233,303592,303278,302894,302621,302373,302277,302016,301722,301477,301086,300904,300995,300813,300952,300742,300980,301203,301603,301576,301495,301029,300861,300607,300716,301093,301152,301254,301245,302067,301470,301719,301785,302273,302390
95,13873,79,42312,188,0.75831312,0.7186603,0.0,0.0,141764,141630,141540,141425,141345,141298,141293,141209,141068,141071,140921,140641,140463,140316,140174,139812,139503,139274,139028,138875,138430,137790,137224,136807,136493,136146,135834,135552,135276,135122,134876,134772,134522,134378,134346,134234,134203,134299,134372,134583,134693,134929,134891,135424,135900,136298,136604,136902,137448,137596,138051,138653,139292,415556,403455,391445,379551,368829,358287,347844,339398,332343,326027,320819,317336,313461,310116,306988,306057,305386,304757,304233,303592,303278,302894,302621,302373,302277,302016,301722,301477,301086,300904,300995,300813,300952,300742,300980,301203,301603,301576,301495,301029,300861,300607,300716,301093,301152,301254,301245,302067,301470,301719,301785,302273,302390
96,9118,62,31322,130,0.73490578,0.692424,0.0,0.0,141764,141630,141540,141425,141345,141298,141293,141209,141068,141071,140921,140641,140463,140316,140174,139812,139503,139274,139028,138875,138430,137790,137224,136807,136493,136146,135834,135552,135276,135122,134876,134772,134522,134378,134346,134234,134203,134299,134372,134583,134693,134929,134891,135424,135900,136298,136604,136902,137448,137596,138051,138653,139292,415556,403455,391445,379551,368829,358287,347844,339398,332343,326027,320819,317336,313461,310116,306988,306057,305386,304757,304233,303592,303278,302894,302621,302373,302277,302016,301722,301477,301086,300904,300995,300813,300952,300742,300980,301203,301603,301576,301495,301029,300861,300607,300716,301093,301152,301254,301245,302067,301470,301719,301785,302273,302390
97,5839,40,22449,92,0.71362311,0.66875279,0.0,0.0,141764,141630,141540,141425,141345,141298,141293,141209,141068,141071,140921,140641,140463,140316,140174,139812,139503,139274,139028,138875,138430,137790,137224,136807,136493,136146,135834,135552,135276,135122,134876,134772,134522,134378,134346,134234,134203,134299,134372,134583,134693,134929,134891,135424,135900,136298,136604,136902,137448,137596,138051,138653,139292,415556,403455,391445,379551,368829,358287,347844,339398,332343,326027,320819,317336,313461,310116,306988,306057,305386,304757,304233,303592,303278,302894,302621,302373,302277,302016,301722,301477,301086,300904,300995,300813,300952,300742,300980,301203,301603,301576,301495,301029,300861,300607,300716,301093,301152,301254,301245,302067,301470,301719,301785,302273,302390
98,3976,24,15760,76,0.69103122,0.64503479,0.0,0.0,141764,141630,141540,141425,141345,141298,141293,141209,141068,141071,140921,140641,140463,140316,140174,139812,139503,139274,139028,138875,138430,137790,137224,136807,136493,136146,135834,135552,135276,135122,134876,134772,134522,134378,134346,134234,134203,134299,134372,134583,134693,134929,134891,135424,135900,136298,136604,136902,137448,137596,138051,138653,139292,415556,403455,391445,379551,368829,358287,347844,339398,332343,326027,320819,317336,313461,310116,306988,306057,305386,304757,304233,303592,303278,302894,302621,302373,302277,302016,301722,301477,301086,300904,300995,300813,300952,300742,300980,301203,301603,301576,301495,301029,300861,300607,300716,301093,301152,301254,301245,302067,301470,301719,301785,302273,302390
99,2489,39,10788,87,0.66391307,0.61868399,0.0,0.0,141764,141630,141540,141425,141345,141298,141293,141209,141068,141071,140921,140641,140463,140316,140174,139812,139503,139274,139028,138875,138430,137790,137224,136807,136493,136146,135834,135552,135276,135122,134876,134772,134522,134378,134346,134234,134203,134299,134372,134583,134693,134929,134891,135424,135900,136298,136604,136902,137448,137596,138051,138653,139292,415556,403455,391445,379551,368829,358287,347844,339398,332343,326027,320819,317336,313461,310116,306988,306057,305386,304757,304233,303592,303278,302894,302621,302373,302277,302016,301722,301477,301086,300904,300995,300813,300952,300742,300980,301203,301603,301576,301495,301029,300861,300607,300716,301093,301152,301254,301245,302067,301470,301719,301785,302273,302390
100,3361,93,16831,160,0.62982178,0.58664519,0.0,0.0,141764,141630,141540,141425,141345,141298,141293,141209,141068,141071,140921,140641,140463,140316,140174,139812,139503,139274,139028,138875,138430,137790,137224,136807,136493,136146,135834,135552,135276,135122,134876,134772,134522,134378,134346,134234,134203,134299,134372,134583,134693,134929,134891,135424,135900,136298,136604,136902,137448,137596,138051,138653,139292,415556,403455,391445,379551,368829,358287,347844,339398,332343,326027,320819,317336,313461,310116,306988,306057,305386,304757,304233,303592,303278,302894,302621,302373,302277,302016,301722,301477,301086,300904,300995,300813,300952,300742,300980,301203,301603,301576,301495,301029,300861,300607,300716,301093,301152,301254,301245,302067,301470,301719,301785,302273,302390
